id,valeur_CO,valeur_NO2,valeur_O3,valeur_PM10,valeur_PM25,hour,dayofweek,month,dayofyear,is_weekend,is_holiday
2020-08-22 07:00:00,0.178,7.6,49.8,23.5,7.1,7,5,8,235,1,0
2020-08-22 08:00:00,0.175,5.9,55.3,18.9,5.9,8,5,8,235,1,0
2020-08-22 09:00:00,0.189,5.7,61.2,21.2,7.5,9,5,8,235,1,0
2020-08-22 10:00:00,0.19,5.9,65.8,20.5,8.5,10,5,8,235,1,0
2020-08-22 11:00:00,0.179,5.9,69.7,17.1,5.2,11,5,8,235,1,0
2020-08-22 12:00:00,0.161,4.9,74.9,14.2,4.9,12,5,8,235,1,0
2020-08-22 13:00:00,0.162,5.7,76.9,15.0,5.1,13,5,8,235,1,0
2020-08-22 14:00:00,0.153,6.5,78.8,20.2,5.6,14,5,8,235,1,0
2020-08-22 15:00:00,0.16,7.9,76.1,18.1,6.4,15,5,8,235,1,0
2020-08-22 16:00:00,0.156,8.5,74.0,18.9,4.4,16,5,8,235,1,0
2020-08-22 17:00:00,0.164,9.5,71.5,21.8,6.4,17,5,8,235,1,0
2020-08-22 18:00:00,0.16,12.1,68.5,17.5,4.6,18,5,8,235,1,0
2020-08-22 19:00:00,0.174,14.4,63.8,16.6,4.2,19,5,8,235,1,0
2020-08-22 20:00:00,0.177,13.5,64.2,13.0,5.4,20,5,8,235,1,0
2020-08-22 21:00:00,0.174,12.6,62.0,12.5,5.7,21,5,8,235,1,0
2020-08-22 22:00:00,0.142,7.5,68.0,12.6,3.4,22,5,8,235,1,0
2020-08-22 23:00:00,0.158,7.1,62.0,10.7,3.0,23,5,8,235,1,0
2020-08-23 00:00:00,0.156,7.0,63.1,7.0,3.0,0,6,8,236,1,0
2020-08-23 01:00:00,0.1410375599245472,8.940604056123394,64.2,7.9,2.5,1,6,8,236,1,0
2020-08-23 02:00:00,0.134,4.1,64.3,9.2,2.6,2,6,8,236,1,0
2020-08-23 03:00:00,0.143,3.9,57.9,9.3,1.9,3,6,8,236,1,0
2020-08-23 04:00:00,0.142,4.1,54.7,10.8,3.3,4,6,8,236,1,0
2020-08-23 05:00:00,0.145,4.6,52.9,9.6,3.3,5,6,8,236,1,0
2020-08-23 06:00:00,0.143,4.8,53.5,11.8,3.7,6,6,8,236,1,0
2020-08-23 07:00:00,0.143,4.5,53.8,10.7,4.2,7,6,8,236,1,0
2020-08-23 08:00:00,0.138,4.3,58.1,13.7,6.2,8,6,8,236,1,0
2020-08-23 09:00:00,0.134,3.6,64.2,13.6,4.0,9,6,8,236,1,0
2020-08-23 10:00:00,0.135,3.7,64.1,12.4,2.8,10,6,8,236,1,0
2020-08-23 11:00:00,0.136,4.3,64.2,14.0,5.4,11,6,8,236,1,0
2020-08-23 12:00:00,0.128,5.2,64.1,12.1,3.5,12,6,8,236,1,0
2020-08-23 13:00:00,0.135,5.1,63.7,17.2,4.6,13,6,8,236,1,0
2020-08-23 14:00:00,0.128,4.6,68.0,23.5,3.2,14,6,8,236,1,0
2020-08-23 15:00:00,0.135,4.3,70.1,18.7,3.6,15,6,8,236,1,0
2020-08-23 16:00:00,0.142,5.4,69.6,17.9,5.0,16,6,8,236,1,0
2020-08-23 17:00:00,0.142,6.5,69.3,20.0,4.0,17,6,8,236,1,0
2020-08-23 18:00:00,0.155,8.4,66.0,18.6,5.1,18,6,8,236,1,0
2020-08-23 19:00:00,0.154,8.3,63.5,18.0,6.0,19,6,8,236,1,0
2020-08-23 20:00:00,0.149,8.8,61.3,13.5,3.2,20,6,8,236,1,0
2020-08-23 21:00:00,0.164,9.6,57.5,13.8,4.6,21,6,8,236,1,0
2020-08-23 22:00:00,0.134,9.9,57.3,12.4,4.4,22,6,8,236,1,0
2020-08-23 23:00:00,0.122,7.9,59.9,12.2,4.7,23,6,8,236,1,0
2020-08-24 00:00:00,0.12,7.2,59.1,15.4,5.7,0,0,8,237,0,0
2020-08-24 01:00:00,0.1272632241301851,9.8,52.5,13.8,4.8,1,0,8,237,0,0
2020-08-24 02:00:00,0.104,7.2,53.9,25.5,5.7,2,0,8,237,0,0
2020-08-24 03:00:00,0.107,6.0,54.6,16.4,3.8,3,0,8,237,0,0
2020-08-24 04:00:00,0.113,8.8,50.6,13.0,3.9,4,0,8,237,0,0
2020-08-24 05:00:00,0.119,15.7,43.8,16.6,4.2,5,0,8,237,0,0
2020-08-24 06:00:00,0.135,18.3,41.1,19.6,4.7,6,0,8,237,0,0
2020-08-24 07:00:00,0.142,17.9,43.5,18.9,4.5,7,0,8,237,0,0
2020-08-24 08:00:00,0.125,11.6,51.3,18.1,4.1,8,0,8,237,0,0
2020-08-24 09:00:00,0.116,8.7,55.0,18.8,3.7,9,0,8,237,0,0
2020-08-24 10:00:00,0.121,7.3,59.2,14.3,2.1,10,0,8,237,0,0
2020-08-24 11:00:00,0.116,6.8,64.0,16.0,3.0,11,0,8,237,0,0
2020-08-24 12:00:00,0.112,6.4,65.7,16.8,4.8,12,0,8,237,0,0
2020-08-24 13:00:00,0.11,6.9,66.9,15.5,3.6,13,0,8,237,0,0
2020-08-24 14:00:00,0.113,6.5,67.0,19.7,4.6,14,0,8,237,0,0
2020-08-24 15:00:00,0.119,8.3,64.4,15.9,2.5,15,0,8,237,0,0
2020-08-24 16:00:00,0.131,9.1,62.0,17.7,2.4,16,0,8,237,0,0
2020-08-24 17:00:00,0.125,7.7,61.8,18.8,4.9,17,0,8,237,0,0
2020-08-24 18:00:00,0.134,11.4,57.2,11.3,4.8,18,0,8,237,0,0
2020-08-24 19:00:00,0.145,14.4,52.7,13.3,4.8,19,0,8,237,0,0
2020-08-24 20:00:00,0.155,15.6,49.3,15.2,5.0,20,0,8,237,0,0
2020-08-24 21:00:00,0.163,18.2,44.5,15.6,5.1,21,0,8,237,0,0
2020-08-24 22:00:00,0.268,40.0,17.7,16.3,3.4,22,0,8,237,0,0
2020-08-24 23:00:00,0.255,53.5,7.4,15.5,7.3,23,0,8,237,0,0
2020-08-25 00:00:00,0.235,55.0,4.5,18.9,8.8,0,1,8,238,0,0
2020-08-25 01:00:00,0.1739232144169621,30.1,31.2,20.3,10.5,1,1,8,238,0,0
2020-08-25 02:00:00,0.152,21.0,37.1,16.4,6.5,2,1,8,238,0,0
2020-08-25 03:00:00,0.144,22.1,35.8,15.1,6.1,3,1,8,238,0,0
2020-08-25 04:00:00,0.157,31.1,26.1,14.6,6.5,4,1,8,238,0,0
2020-08-25 05:00:00,0.172,41.7,15.2,16.5,6.5,5,1,8,238,0,0
2020-08-25 06:00:00,0.215,50.8,7.7,18.9,7.1,6,1,8,238,0,0
2020-08-25 07:00:00,0.218,46.2,11.2,21.5,8.0,7,1,8,238,0,0
2020-08-25 08:00:00,0.219,40.5,18.4,25.7,9.6,8,1,8,238,0,0
2020-08-25 09:00:00,0.198,33.9,30.7,25.2,9.6,9,1,8,238,0,0
2020-08-25 10:00:00,0.188,26.5,47.4,27.2,8.2,10,1,8,238,0,0
2020-08-25 11:00:00,0.172,14.6,68.4,26.0,7.9,11,1,8,238,0,0
2020-08-25 12:00:00,0.146,11.0,80.2,34.2,7.8,12,1,8,238,0,0
2020-08-25 13:00:00,0.141,10.1,80.7,35.6,8.3,13,1,8,238,0,0
2020-08-25 14:00:00,0.144,10.1,76.7,35.1,6.3,14,1,8,238,0,0
2020-08-25 15:00:00,0.159,10.0,68.7,38.1,4.8,15,1,8,238,0,0
2020-08-25 16:00:00,0.179,11.7,62.3,30.9,5.6,16,1,8,238,0,0
2020-08-25 17:00:00,0.176,10.0,59.0,27.7,5.4,17,1,8,238,0,0
2020-08-25 18:00:00,0.184,11.0,54.4,15.1,1.7,18,1,8,238,0,0
2020-08-25 19:00:00,0.184,9.5,52.4,16.0,3.2,19,1,8,238,0,0
2020-08-25 20:00:00,0.16,7.4,56.6,19.5,4.9,20,1,8,238,0,0
2020-08-25 21:00:00,0.157,6.7,57.3,16.0,3.3,21,1,8,238,0,0
2020-08-25 22:00:00,0.14,5.8,58.9,13.5,2.8,22,1,8,238,0,0
2020-08-25 23:00:00,0.14,5.4,57.8,14.8,3.8,23,1,8,238,0,0
2020-08-26 00:00:00,0.138,5.0,56.1,11.5,3.1,0,2,8,239,0,0
2020-08-26 01:00:00,0.1394248250801381,4.7,54.6,10.7,3.5,1,2,8,239,0,0
2020-08-26 02:00:00,0.139,5.0,53.0,11.3,1.7,2,2,8,239,0,0
2020-08-26 03:00:00,0.133,5.1,53.6,11.3,3.5,3,2,8,239,0,0
2020-08-26 04:00:00,0.13,6.9,50.1,11.8,6.2,4,2,8,239,0,0
2020-08-26 05:00:00,0.137,12.4,43.2,11.8,5.3,5,2,8,239,0,0
2020-08-26 06:00:00,0.152,16.4,39.3,17.6,6.0,6,2,8,239,0,0
2020-08-26 07:00:00,0.162,12.1,45.3,20.5,5.4,7,2,8,239,0,0
2020-08-26 08:00:00,0.211,10.8,49.8,28.2,6.0,8,2,8,239,0,0
2020-08-26 09:00:00,0.155,9.1,53.0,26.1,5.9,9,2,8,239,0,0
2020-08-26 10:00:00,0.146,7.0,61.6,24.1,5.5,10,2,8,239,0,0
2020-08-26 11:00:00,0.135,6.0,64.2,18.54543050110538,5.1,11,2,8,239,0,0
2020-08-26 12:00:00,0.138,7.0,65.9,17.977688520076537,6.1,12,2,8,239,0,0
2020-08-26 13:00:00,0.133,7.0,68.5,17.763741091303643,7.1,13,2,8,239,0,0
2020-08-26 14:00:00,0.133,7.2,68.1,17.77079429250708,5.2,14,2,8,239,0,0
2020-08-26 15:00:00,0.134,6.8,65.7,17.408052762344763,5.3,15,2,8,239,0,0
2020-08-26 16:00:00,0.147,9.8,62.8,16.849105239297117,6.5,16,2,8,239,0,0
2020-08-26 17:00:00,0.162,12.2,59.6,16.39546453921146,9.6,17,2,8,239,0,0
2020-08-26 18:00:00,0.171,14.0,57.9,15.067840147165668,7.4,18,2,8,239,0,0
2020-08-26 19:00:00,0.166,12.4,57.1,15.082379497506556,8.2,19,2,8,239,0,0
2020-08-26 20:00:00,0.165,12.4,56.8,14.999217490109684,8.0,20,2,8,239,0,0
2020-08-26 21:00:00,0.162,12.3,54.1,23.8,5.7,21,2,8,239,0,0
2020-08-26 22:00:00,0.187,12.2,53.8,24.3,7.1,22,2,8,239,0,0
2020-08-26 23:00:00,0.193,12.1,50.8,22.7,7.9,23,2,8,239,0,0
2020-08-27 00:00:00,0.204,13.6,46.4,22.2,6.7,0,3,8,240,0,0
2020-08-27 01:00:00,0.1573614671327322,16.5,41.1,16.8,6.0,1,3,8,240,0,0
2020-08-27 02:00:00,0.199,20.0,37.5,16.3,6.2,2,3,8,240,0,0
2020-08-27 03:00:00,0.221,40.2,14.7,17.6,4.4,3,3,8,240,0,0
2020-08-27 04:00:00,0.217,39.2,19.6,20.0,6.3,4,3,8,240,0,0
2020-08-27 05:00:00,0.24,44.3,13.0,26.3,10.6,5,3,8,240,0,0
2020-08-27 06:00:00,0.263,57.5,5.1,37.0,9.6,6,3,8,240,0,0
2020-08-27 07:00:00,0.279,52.1,10.3,32.7,12.1,7,3,8,240,0,0
2020-08-27 08:00:00,0.24,37.5,28.5,22.561952123522826,11.6,8,3,8,240,0,0
2020-08-27 09:00:00,0.204,22.9,46.4,21.532567098812336,9.3,9,3,8,240,0,0
2020-08-27 10:00:00,0.188,15.9,58.8,19.66665223591396,10.3,10,3,8,240,0,0
2020-08-27 11:00:00,0.169,13.3,70.6,19.504896163599515,8.5,11,3,8,240,0,0
2020-08-27 12:00:00,0.14,10.3,71.8,19.403157152296917,8.7,12,3,8,240,0,0
2020-08-27 13:00:00,0.117,9.8,72.6,19.67657286272069,6.1,13,3,8,240,0,0
2020-08-27 14:00:00,0.109,12.0,69.5,17.846653851776534,6.0,14,3,8,240,0,0
2020-08-27 15:00:00,0.116,12.8,67.6,17.637814132003697,8.9,15,3,8,240,0,0
2020-08-27 16:00:00,0.134,13.8,61.3,16.421646038039498,7.4,16,3,8,240,0,0
2020-08-27 17:00:00,0.145,14.8,59.4,16.5972230918518,6.6,17,3,8,240,0,0
2020-08-27 18:00:00,0.165,16.8,50.6,14.539368341857635,5.7,18,3,8,240,0,0
2020-08-27 19:00:00,0.158,12.6,43.4,14.0,4.4,19,3,8,240,0,0
2020-08-27 20:00:00,0.152,10.3,43.3,10.8,4.1,20,3,8,240,0,0
2020-08-27 21:00:00,0.13,7.9,52.6,10.7,3.6,21,3,8,240,0,0
2020-08-27 22:00:00,0.159,7.1,55.7,13.3,2.8,22,3,8,240,0,0
2020-08-27 23:00:00,0.153,5.4,57.4,12.1,4.4,23,3,8,240,0,0
2020-08-28 00:00:00,0.15,4.3,57.7,8.9,2.9,0,4,8,241,0,0
2020-08-28 01:00:00,0.1421258771903506,3.4,58.0,12.5,3.4,1,4,8,241,0,0
2020-08-28 02:00:00,0.151,3.9,53.4,12.5,4.5,2,4,8,241,0,0
2020-08-28 03:00:00,0.152,6.1,43.1,10.9,3.8,3,4,8,241,0,0
2020-08-28 04:00:00,0.152,8.8,37.2,8.8,2.8,4,4,8,241,0,0
2020-08-28 05:00:00,0.152,12.4,36.0,12.7,4.8,5,4,8,241,0,0
2020-08-28 06:00:00,0.163,15.9,33.8,11.2,3.5,6,4,8,241,0,0
2020-08-28 07:00:00,0.175,16.7,33.2,16.8,4.6,7,4,8,241,0,0
2020-08-28 08:00:00,0.168,15.0,35.1,21.5,5.7,8,4,8,241,0,0
2020-08-28 09:00:00,0.155,12.1,39.8,24.2,7.3,9,4,8,241,0,0
2020-08-28 10:00:00,0.168,13.4,37.9,24.5,6.2,10,4,8,241,0,0
2020-08-28 11:00:00,0.163,11.9,42.5,24.4,7.4,11,4,8,241,0,0
2020-08-28 12:00:00,0.16,9.6,46.4,17.4,4.2,12,4,8,241,0,0
2020-08-28 13:00:00,0.138,10.6,51.0,15.8,3.1,13,4,8,241,0,0
2020-08-28 14:00:00,0.134,13.3,51.8,16.4,1.4,14,4,8,241,0,0
2020-08-28 15:00:00,0.112,9.4,59.3,16.457654110117545,2.9,15,4,8,241,0,0
2020-08-28 16:00:00,0.116,14.3,54.6,14.587997053711124,4.3,16,4,8,241,0,0
2020-08-28 17:00:00,0.141,20.4,51.6,14.45189569563695,3.5,17,4,8,241,0,0
2020-08-28 18:00:00,0.159,22.8,45.2,8.4,2.6,18,4,8,241,0,0
2020-08-28 19:00:00,0.139,18.3,47.7,13.4,5.0,19,4,8,241,0,0
2020-08-28 20:00:00,0.126,16.5,45.2,11.6,3.3,20,4,8,241,0,0
2020-08-28 21:00:00,0.111,12.5,48.1,11.5,4.8,21,4,8,241,0,0
2020-08-28 22:00:00,0.151,11.4,45.9,10.5,3.0,22,4,8,241,0,0
2020-08-28 23:00:00,0.138,10.8,43.8,10.6,4.5,23,4,8,241,0,0
2020-08-29 00:00:00,0.137,10.3,40.9,9.7,4.4,0,5,8,242,1,0
2020-08-29 01:00:00,0.1712688439339745,9.3,38.9,8.4,4.1,1,5,8,242,1,0
2020-08-29 02:00:00,0.132,10.0,35.7,9.2,0.4,2,5,8,242,1,0
2020-08-29 03:00:00,0.131,9.9,35.5,10.2,0.3,3,5,8,242,1,0
2020-08-29 04:00:00,0.133,10.0,35.7,8.6,3.4,4,5,8,242,1,0
2020-08-29 05:00:00,0.139,12.1,30.8,10.5,2.5,5,5,8,242,1,0
2020-08-29 06:00:00,0.144,12.2,29.8,10.6,1.6,6,5,8,242,1,0
2020-08-29 07:00:00,0.156,13.3,32.0,10.9,3.8,7,5,8,242,1,0
2020-08-29 08:00:00,0.163,11.0,43.4,13.7,2.5,8,5,8,242,1,0
2020-08-29 09:00:00,0.14,8.2,54.8,11.6,3.8,9,5,8,242,1,0
2020-08-29 10:00:00,0.144,8.8,54.5,14.8,3.2,10,5,8,242,1,0
2020-08-29 11:00:00,0.15,7.9,56.1,17.3,1.9,11,5,8,242,1,0
2020-08-29 12:00:00,0.159,9.0,56.6,12.6,3.3,12,5,8,242,1,0
2020-08-29 13:00:00,0.168,11.0,55.5,13.4,1.5,13,5,8,242,1,0
2020-08-29 14:00:00,0.156,10.1,58.1,7.4,3.5,14,5,8,242,1,0
2020-08-29 15:00:00,0.158,10.1,58.2,7.7,3.6,15,5,8,242,1,0
2020-08-29 16:00:00,0.159,11.3,51.6,10.5,4.2,16,5,8,242,1,0
2020-08-29 17:00:00,0.151,11.7,56.6,18.9,5.6,17,5,8,242,1,0
2020-08-29 18:00:00,0.157,13.9,53.0,21.8,5.7,18,5,8,242,1,0
2020-08-29 19:00:00,0.17,15.7,48.4,22.0,7.0,19,5,8,242,1,0
2020-08-29 20:00:00,0.15,10.4,51.6,18.0,5.2,20,5,8,242,1,0
2020-08-29 21:00:00,0.144,10.0,48.0,13.7,3.7,21,5,8,242,1,0
2020-08-29 22:00:00,0.19,10.8,44.9,12.9,2.9,22,5,8,242,1,0
2020-08-29 23:00:00,0.191,10.3,42.1,12.1,3.9,23,5,8,242,1,0
2020-08-30 00:00:00,0.178,9.5,41.7,12.6,3.4,0,6,8,243,1,0
2020-08-30 01:00:00,0.1683401265730756,17.0310996653673,41.3,12.0,3.2,1,6,8,243,1,0
2020-08-30 02:00:00,0.183,8.6,39.9,10.3,3.1,2,6,8,243,1,0
2020-08-30 03:00:00,0.183,7.2,39.0,12.7,4.0,3,6,8,243,1,0
2020-08-30 04:00:00,0.191,6.8,38.5,11.3,4.0,4,6,8,243,1,0
2020-08-30 05:00:00,0.191,7.6,37.5,9.9,3.0,5,6,8,243,1,0
2020-08-30 06:00:00,0.197,8.3,36.3,6.5,3.5,6,6,8,243,1,0
2020-08-30 07:00:00,0.215,8.9,39.8,6.6,1.9,7,6,8,243,1,0
2020-08-30 08:00:00,0.216,7.9,45.9,4.7,2.7,8,6,8,243,1,0
2020-08-30 09:00:00,0.216,7.8,50.3,5.8,2.8,9,6,8,243,1,0
2020-08-30 10:00:00,0.212,6.6,66.4,12.8,6.4,10,6,8,243,1,0
2020-08-30 11:00:00,0.211,6.1,70.8,12.0,5.2,11,6,8,243,1,0
2020-08-30 12:00:00,0.205,6.4,74.0,15.0,6.6,12,6,8,243,1,0
2020-08-30 13:00:00,0.191,6.2,72.7,11.4,5.7,13,6,8,243,1,0
2020-08-30 14:00:00,0.198,7.3,70.8,13.5,6.1,14,6,8,243,1,0
2020-08-30 15:00:00,0.203,6.9,70.5,22.1,5.8,15,6,8,243,1,0
2020-08-30 16:00:00,0.204,6.7,64.8,20.4,3.8,16,6,8,243,1,0
2020-08-30 17:00:00,0.199,8.2,58.9,17.6,7.2,17,6,8,243,1,0
2020-08-30 18:00:00,0.205,8.9,58.8,19.3,6.9,18,6,8,243,1,0
2020-08-30 19:00:00,0.205,8.7,56.6,23.2,5.5,19,6,8,243,1,0
2020-08-30 20:00:00,0.202,8.6,56.6,15.8,4.6,20,6,8,243,1,0
2020-08-30 21:00:00,0.193,8.1,56.6,20.5,5.0,21,6,8,243,1,0
2020-08-30 22:00:00,0.125,9.2,53.8,17.9,4.6,22,6,8,243,1,0
2020-08-30 23:00:00,0.136,10.1,49.4,13.3,2.9,23,6,8,243,1,0
2020-08-31 00:00:00,0.126,7.5,51.2,15.0,3.8,0,0,8,244,0,0
2020-08-31 01:00:00,0.1411805414004178,6.7,52.5,11.6,4.1,1,0,8,244,0,0
2020-08-31 02:00:00,0.119,6.9,52.0,13.6,3.2,2,0,8,244,0,0
2020-08-31 03:00:00,0.119,7.6,53.5,16.0,3.5,3,0,8,244,0,0
2020-08-31 04:00:00,0.126,12.2,41.8,17.8,4.5,4,0,8,244,0,0
2020-08-31 05:00:00,0.142,26.8,28.9,16.0,4.5,5,0,8,244,0,0
2020-08-31 06:00:00,0.19,34.2,28.5,21.6,5.9,6,0,8,244,0,0
2020-08-31 07:00:00,0.201,34.1,32.5,26.1,6.5,7,0,8,244,0,0
2020-08-31 08:00:00,0.14,21.3,53.8,26.3,7.0,8,0,8,244,0,0
2020-08-31 09:00:00,0.118,14.1,63.9,26.5,6.1,9,0,8,244,0,0
2020-08-31 10:00:00,0.101,8.2,72.9,23.158736783749056,5.6,10,0,8,244,0,0
2020-08-31 11:00:00,0.097,8.3,72.6,21.32478342927517,7.6,11,0,8,244,0,0
2020-08-31 12:00:00,0.105,9.9,71.7,18.97879200486172,6.3,12,0,8,244,0,0
2020-08-31 13:00:00,0.103,10.7,74.3,20.616767622745343,5.1,13,0,8,244,0,0
2020-08-31 14:00:00,0.095,8.7,80.2,23.167019379540392,6.3,14,0,8,244,0,0
2020-08-31 15:00:00,0.099,10.4,77.9,22.579190681485063,6.5,15,0,8,244,0,0
2020-08-31 16:00:00,0.127,15.6,70.6,18.39425990163453,7.0,16,0,8,244,0,0
2020-08-31 17:00:00,0.115,13.3,74.1,20.95889857558574,6.1,17,0,8,244,0,0
2020-08-31 18:00:00,0.12,12.5,72.5,19.6702412242604,6.1,18,0,8,244,0,0
2020-08-31 19:00:00,0.13,17.9,62.8,17.084901210366226,7.9,19,0,8,244,0,0
2020-08-31 20:00:00,0.131,18.5,59.0,14.3,6.6,20,0,8,244,0,0
2020-08-31 21:00:00,0.148,19.7,54.2,17.3,6.2,21,0,8,244,0,0
2020-08-31 22:00:00,0.153,19.9,50.6,15.4,6.9,22,0,8,244,0,0
2020-08-31 23:00:00,0.146,19.8,48.6,16.0,5.8,23,0,8,244,0,0
2020-09-01 00:00:00,0.144,18.0,48.4,18.3,6.5,0,1,9,245,0,0
2020-09-01 01:00:00,0.1603372755458155,18.1,44.4,16.8,5.4,1,1,9,245,0,0
2020-09-01 02:00:00,0.142,18.0,41.8,14.6,5.1,2,1,9,245,0,0
2020-09-01 03:00:00,0.127,13.5,48.0,14.2,4.3,3,1,9,245,0,0
2020-09-01 04:00:00,0.151,24.2,29.8,16.1,3.7,4,1,9,245,0,0
2020-09-01 05:00:00,0.181,39.5,15.7,17.7,5.4,5,1,9,245,0,0
2020-09-01 06:00:00,0.244,46.4,11.4,24.9,8.6,6,1,9,245,0,0
2020-09-01 07:00:00,0.294,47.9,15.0,36.6,12.2,7,1,9,245,0,0
2020-09-01 08:00:00,0.228,41.2,30.8,44.6,15.6,8,1,9,245,0,0
2020-09-01 09:00:00,0.182,22.9,51.4,35.4,11.7,9,1,9,245,0,0
2020-09-01 10:00:00,0.156,14.2,67.3,30.6,11.4,10,1,9,245,0,0
2020-09-01 11:00:00,0.133,11.1,79.6,28.9,10.3,11,1,9,245,0,0
2020-09-01 12:00:00,0.129,11.8,82.9,27.9,9.2,12,1,9,245,0,0
2020-09-01 13:00:00,0.121,10.7,88.3,28.1,8.8,13,1,9,245,0,0
2020-09-01 14:00:00,0.126,13.7,82.2,23.281016626397296,9.3,14,1,9,245,0,0
2020-09-01 15:00:00,0.127,13.2,83.2,23.04778032469236,10.7,15,1,9,245,0,0
2020-09-01 16:00:00,0.135,12.3,84.5,28.4,9.4,16,1,9,245,0,0
2020-09-01 17:00:00,0.133,12.7,84.9,24.6,7.5,17,1,9,245,0,0
2020-09-01 18:00:00,0.153,18.7,78.4,24.4,7.0,18,1,9,245,0,0
2020-09-01 19:00:00,0.16,26.5,65.3,21.5,7.6,19,1,9,245,0,0
2020-09-01 20:00:00,0.147,27.3,60.9,19.3,8.3,20,1,9,245,0,0
2020-09-01 21:00:00,0.131,18.7,58.8,15.2,5.2,21,1,9,245,0,0
2020-09-01 22:00:00,0.149,18.4,51.4,19.5,6.2,22,1,9,245,0,0
2020-09-01 23:00:00,0.154,19.1,47.6,21.0,7.0,23,1,9,245,0,0
2020-09-02 00:00:00,0.154,18.7,47.0,24.5,8.3,0,2,9,246,0,0
2020-09-02 01:00:00,0.1655314756119466,15.3,46.2,20.5,9.3,1,2,9,246,0,0
2020-09-02 02:00:00,0.152,15.3,41.3,16.1,8.7,2,2,9,246,0,0
2020-09-02 03:00:00,0.166,23.0,31.9,18.8,9.6,3,2,9,246,0,0
2020-09-02 04:00:00,0.173,32.5,21.4,22.4,10.8,4,2,9,246,0,0
2020-09-02 05:00:00,0.2,46.0,11.4,27.8,13.8,5,2,9,246,0,0
2020-09-02 06:00:00,0.246,49.8,11.7,31.3,14.3,6,2,9,246,0,0
2020-09-02 07:00:00,0.252,46.1,20.8,41.6,17.4,7,2,9,246,0,0
2020-09-02 08:00:00,0.239,42.1,30.7,42.7,17.6,8,2,9,246,0,0
2020-09-02 09:00:00,0.175,23.6,65.4,39.5,14.5,9,2,9,246,0,0
2020-09-02 10:00:00,0.165,16.2,80.6,39.4,12.3,10,2,9,246,0,0
2020-09-02 11:00:00,0.15,13.0,89.8,31.5,8.5,11,2,9,246,0,0
2020-09-02 12:00:00,0.135,10.8,93.4,22.8,6.7,12,2,9,246,0,0
2020-09-02 13:00:00,0.138,12.4,97.5,22.425527495987787,8.0,13,2,9,246,0,0
2020-09-02 14:00:00,0.135,12.0,101.3,22.15343978696725,6.9,14,2,9,246,0,0
2020-09-02 15:00:00,0.136,11.1,102.9,22.133094034236205,7.7,15,2,9,246,0,0
2020-09-02 16:00:00,0.143,12.1,101.4,22.39706585904129,8.6,16,2,9,246,0,0
2020-09-02 17:00:00,0.158,14.4,97.0,22.12364883929615,8.5,17,2,9,246,0,0
2020-09-02 18:00:00,0.176,16.1,91.2,25.621490755916398,9.0,18,2,9,246,0,0
2020-09-02 19:00:00,0.193,23.3,75.7,20.958017248986494,9.2,19,2,9,246,0,0
2020-09-02 20:00:00,0.234,36.5,58.3,15.95409843647214,11.6,20,2,9,246,0,0
2020-09-02 21:00:00,0.225,41.4,55.3,14.657601476908509,12.1,21,2,9,246,0,0
2020-09-02 22:00:00,0.212,35.5,55.7,20.7,9.1,22,2,9,246,0,0
2020-09-02 23:00:00,0.219,49.9,41.4,19.2,8.3,23,2,9,246,0,0
2020-09-03 00:00:00,0.249,56.9,30.0,20.6,9.9,0,3,9,247,0,0
2020-09-03 01:00:00,0.1974500258840313,51.7,34.6,20.3,9.2,1,3,9,247,0,0
2020-09-03 02:00:00,0.189,40.9,44.7,22.3,10.6,2,3,9,247,0,0
2020-09-03 03:00:00,0.196,44.7,43.0,22.8,9.6,3,3,9,247,0,0
2020-09-03 04:00:00,0.197,50.4,33.2,21.1,10.4,4,3,9,247,0,0
2020-09-03 05:00:00,0.218,67.8,21.7,23.4,11.2,5,3,9,247,0,0
2020-09-03 06:00:00,0.276,79.0,15.8,26.9,11.2,6,3,9,247,0,0
2020-09-03 07:00:00,0.323,71.4,25.4,36.1,11.2,7,3,9,247,0,0
2020-09-03 08:00:00,0.212,36.8,62.3,44.3,10.9,8,3,9,247,0,0
2020-09-03 09:00:00,0.181,20.5,75.1,28.1,6.3,9,3,9,247,0,0
2020-09-03 10:00:00,0.193,16.4,81.7,22.5,5.9,10,3,9,247,0,0
2020-09-03 11:00:00,0.171,13.8,85.1,17.2,6.5,11,3,9,247,0,0
2020-09-03 12:00:00,0.16,14.0,80.0,20.812242876856523,8.5,12,3,9,247,0,0
2020-09-03 13:00:00,0.169,13.1,84.6,20.71492747394661,5.2,13,3,9,247,0,0
2020-09-03 14:00:00,0.1640263853916934,14.189512727834972,75.0,20.7958221224801,7.981463490845539,14,3,9,247,0,0
2020-09-03 15:00:00,0.173,14.53030091474682,70.2,17.048298581407778,7.739189886171463,15,3,9,247,0,0
2020-09-03 16:00:00,0.203,15.494495396333557,66.8,16.778379987048073,7.479835794296596,16,3,9,247,0,0
2020-09-03 17:00:00,0.228,21.126312336405917,65.0,16.996026870498504,4.9,17,3,9,247,0,0
2020-09-03 18:00:00,0.267,32.11782248562608,52.7,14.774607807200386,8.1,18,3,9,247,0,0
2020-09-03 19:00:00,0.272,37.73920127692202,48.1,14.824303315424466,17.1,19,3,9,247,0,0
2020-09-03 20:00:00,0.233,34.393416414141406,61.0,16.3027903931264,13.4,20,3,9,247,0,0
