id,hour,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,hour_day_interaction,hour_month_interaction,day_month_interaction,weekend_hour_interaction,weekend_month_interaction,time_since_midnight,time_since_week_start,is_monday,is_friday,is_end_of_month,is_beginning_of_month,valeur_CO,valeur_NO2,valeur_O3,valeur_PM10,valeur_PM25
2020-01-21 19,19,1,1,21,0,-0.9659258262890684,0.2588190451025203,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,19,19,1,0,0,19.0,43,0,0,0,0,0.357,59.7,3.8,35.3,23.5
2020-01-21 20,20,1,1,21,0,-0.8660254037844386,0.5,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,20,20,1,0,0,20.0,44,0,0,0,0,0.363,62.8,2.4,38.2,25.9
2020-01-21 21,21,1,1,21,0,-0.7071067811865477,0.7071067811865475,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,21,21,1,0,0,21.0,45,0,0,0,0,0.333,57.9,4.2,36.6,25.5
2020-01-21 22,22,1,1,21,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,22,22,1,0,0,22.0,46,0,0,0,0,0.33,54.6,3.5,36.3,26.3
2020-01-21 23,23,1,1,21,0,-0.2588190451025215,0.9659258262890681,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,23,23,1,0,0,23.0,47,0,0,0,0,0.315,54.5,3.0,35.7,26.4
2020-01-22 00,0,2,1,22,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,2,0,0,0.0,48,0,0,0,0,0.294,49.5,5.0,35.6,27.2
2020-01-22 01,1,2,1,22,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,2,1,2,0,0,1.0,49,0,0,0,0,0.306,49.4,2.5,35.6,27.9
2020-01-22 02,2,2,1,22,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,4,2,2,0,0,2.0,50,0,0,0,0,,50.0,5.9,34.5,26.6
2020-01-22 03,3,2,1,22,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,6,3,2,0,0,3.0,51,0,0,0,0,0.277,43.3,5.5,36.7,29.0
2020-01-22 04,4,2,1,22,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,8,4,2,0,0,4.0,52,0,0,0,0,0.25,42.8,4.3,34.3,26.8
2020-01-22 05,5,2,1,22,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,10,5,2,0,0,5.0,53,0,0,0,0,0.283,45.3,2.5,34.3,26.6
2020-01-22 06,6,2,1,22,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12,6,2,0,0,6.0,54,0,0,0,0,0.321,49.7,3.1,37.3,26.6
2020-01-22 07,7,2,1,22,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,14,7,2,0,0,7.0,55,0,0,0,0,0.367,53.3,2.6,39.9,29.3
2020-01-22 08,8,2,1,22,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,16,8,2,0,0,8.0,56,0,0,0,0,0.414,47.4,2.7,41.8,29.1
2020-01-22 09,9,2,1,22,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,18,9,2,0,0,9.0,57,0,0,0,0,0.631,53.2,5.2,46.4,32.4
2020-01-22 10,10,2,1,22,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,20,10,2,0,0,10.0,58,0,0,0,0,0.58,56.4,6.5,57.2,37.7
2020-01-22 11,11,2,1,22,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,22,11,2,0,0,11.0,59,0,0,0,0,,,10.6,57.6,39.6
2020-01-22 12,12,2,1,22,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,24,12,2,0,0,12.0,60,0,0,0,0,0.332,39.0,13.8,51.5,38.5
2020-01-22 13,13,2,1,22,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,26,13,2,0,0,13.0,61,0,0,0,0,0.276,39.6,16.6,49.3,34.4
2020-01-22 14,14,2,1,22,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,28,14,2,0,0,14.0,62,0,0,0,0,0.255,42.5,18.4,41.3,28.4
2020-01-22 15,15,2,1,22,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,30,15,2,0,0,15.0,63,0,0,0,0,0.29,56.4,10.2,35.9,24.4
2020-01-22 16,16,2,1,22,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,32,16,2,0,0,16.0,64,0,0,0,0,0.304,61.2,3.8,38.1,25.1
2020-01-22 17,17,2,1,22,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,34,17,2,0,0,17.0,65,0,0,0,0,0.338,58.2,3.0,34.9,25.8
2020-01-22 18,18,2,1,22,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,36,18,2,0,0,18.0,66,0,0,0,0,0.421,60.3,1.5,37.3,27.7
2020-01-22 19,19,2,1,22,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,38,19,2,0,0,19.0,67,0,0,0,0,0.354,54.0,1.4,43.0,33.2
2020-01-22 20,20,2,1,22,0,-0.8660254037844386,0.5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,40,20,2,0,0,20.0,68,0,0,0,0,0.318,51.6,1.3,46.0,38.3
2020-01-22 21,21,2,1,22,0,-0.7071067811865477,0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,42,21,2,0,0,21.0,69,0,0,0,0,0.322,49.2,1.6,44.3,36.7
2020-01-22 22,22,2,1,22,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,44,22,2,0,0,22.0,70,0,0,0,0,0.326,47.3,1.8,44.2,36.5
2020-01-22 23,23,2,1,22,0,-0.2588190451025215,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,46,23,2,0,0,23.0,71,0,0,0,0,0.304,44.4,1.9,45.6,36.2
2020-01-23 00,0,3,1,23,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,3,0,0,0.0,72,0,0,0,0,0.289,42.2,1.7,45.0,36.5
2020-01-23 01,1,3,1,23,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,3,1,3,0,0,1.0,73,0,0,0,0,0.273,40.2,2.1,43.2,36.4
2020-01-23 02,2,3,1,23,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,6,2,3,0,0,2.0,74,0,0,0,0,,39.2,2.7,39.8,33.3
2020-01-23 03,3,3,1,23,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,9,3,3,0,0,3.0,75,0,0,0,0,0.237,35.0,6.4,36.6,30.2
2020-01-23 04,4,3,1,23,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12,4,3,0,0,4.0,76,0,0,0,0,0.221,33.7,7.7,32.6,28.3
2020-01-23 05,5,3,1,23,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,15,5,3,0,0,5.0,77,0,0,0,0,0.229,42.2,2.9,29.7,26.1
2020-01-23 06,6,3,1,23,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,18,6,3,0,0,6.0,78,0,0,0,0,0.229,50.4,1.1,28.8,23.0
2020-01-23 07,7,3,1,23,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,21,7,3,0,0,7.0,79,0,0,0,0,0.209,48.4,4.7,28.2,21.0
2020-01-23 08,8,3,1,23,0,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,24,8,3,0,0,8.0,80,0,0,0,0,0.216,40.7,12.4,30.2,17.5
2020-01-23 09,9,3,1,23,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,27,9,3,0,0,9.0,81,0,0,0,0,0.196,34.0,19.5,24.9,16.6
2020-01-23 10,10,3,1,23,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,30,10,3,0,0,10.0,82,0,0,0,0,0.21,30.6,24.3,23.8,16.0
2020-01-23 11,11,3,1,23,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,33,11,3,0,0,11.0,83,0,0,0,0,0.195,27.0,27.3,25.5,15.5
2020-01-23 12,12,3,1,23,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,36,12,3,0,0,12.0,84,0,0,0,0,0.178,22.3,31.6,20.6,15.6
2020-01-23 13,13,3,1,23,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,39,13,3,0,0,13.0,85,0,0,0,0,0.196,32.0,23.3,25.0,17.1
2020-01-23 14,14,3,1,23,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,42,14,3,0,0,14.0,86,0,0,0,0,0.194,32.8,23.9,27.3,15.5
2020-01-23 15,15,3,1,23,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,45,15,3,0,0,15.0,87,0,0,0,0,0.198,33.3,22.1,21.3,13.9
2020-01-23 16,16,3,1,23,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,48,16,3,0,0,16.0,88,0,0,0,0,0.207,33.6,20.9,21.2,13.9
2020-01-23 17,17,3,1,23,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,51,17,3,0,0,17.0,89,0,0,0,0,0.25,46.2,8.2,21.8,15.8
2020-01-23 18,18,3,1,23,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,54,18,3,0,0,18.0,90,0,0,0,0,0.277,44.5,7.9,23.1,18.1
2020-01-23 19,19,3,1,23,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,57,19,3,0,0,19.0,91,0,0,0,0,0.307,48.4,4.2,24.0,19.4
2020-01-23 20,20,3,1,23,0,-0.8660254037844386,0.5,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,60,20,3,0,0,20.0,92,0,0,0,0,0.288,50.0,3.3,24.4,18.0
2020-01-23 21,21,3,1,23,0,-0.7071067811865477,0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,63,21,3,0,0,21.0,93,0,0,0,0,0.323,52.0,1.6,26.3,20.7
2020-01-23 22,22,3,1,23,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,66,22,3,0,0,22.0,94,0,0,0,0,0.353,51.8,1.5,26.6,22.8
2020-01-23 23,23,3,1,23,0,-0.2588190451025215,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,69,23,3,0,0,23.0,95,0,0,0,0,0.298,46.1,1.5,28.9,24.4
2020-01-24 00,0,4,1,24,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,4,0,0,0.0,96,0,1,0,0,0.253,38.3,3.1,28.6,25.6
2020-01-24 01,1,4,1,24,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,4,1,4,0,0,1.0,97,0,1,0,0,0.216,33.6,5.3,29.4,25.0
2020-01-24 02,2,4,1,24,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,8,2,4,0,0,2.0,98,0,1,0,0,,31.6,5.6,31.4,25.6
2020-01-24 03,3,4,1,24,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12,3,4,0,0,3.0,99,0,1,0,0,0.181,30.0,6.4,32.2,26.5
2020-01-24 04,4,4,1,24,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,16,4,4,0,0,4.0,100,0,1,0,0,0.186,32.1,3.6,32.1,26.6
2020-01-24 05,5,4,1,24,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,20,5,4,0,0,5.0,101,0,1,0,0,0.21,35.1,0.9,33.2,28.7
2020-01-24 06,6,4,1,24,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,24,6,4,0,0,6.0,102,0,1,0,0,0.212,35.0,0.8,37.9,32.4
2020-01-24 07,7,4,1,24,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,28,7,4,0,0,7.0,103,0,1,0,0,0.23,34.8,1.0,42.3,35.2
2020-01-24 08,8,4,1,24,0,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,32,8,4,0,0,8.0,104,0,1,0,0,0.272,33.3,2.8,44.7,37.8
2020-01-24 09,9,4,1,24,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,36,9,4,0,0,9.0,105,0,1,0,0,0.31,32.9,4.8,48.8,40.4
2020-01-24 10,10,4,1,24,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,40,10,4,0,0,10.0,106,0,1,0,0,0.344,37.0,5.5,56.4,44.6
2020-01-24 11,11,4,1,24,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,44,11,4,0,0,11.0,107,0,1,0,0,0.422,41.9,7.2,62.5,48.4
2020-01-24 12,12,4,1,24,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,48,12,4,0,0,12.0,108,0,1,0,0,0.436,43.6,7.7,74.6,56.5
2020-01-24 13,13,4,1,24,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,52,13,4,0,0,13.0,109,0,1,0,0,0.417,46.2,7.1,82.8,59.8
2020-01-24 14,14,4,1,24,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,56,14,4,0,0,14.0,110,0,1,0,0,0.433,50.9,5.2,85.5,59.4
2020-01-24 15,15,4,1,24,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,60,15,4,0,0,15.0,111,0,1,0,0,0.398,49.7,3.3,81.0,55.8
2020-01-24 16,16,4,1,24,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,64,16,4,0,0,16.0,112,0,1,0,0,0.41,49.7,1.5,75.3,54.4
2020-01-24 17,17,4,1,24,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,68,17,4,0,0,17.0,113,0,1,0,0,0.496,51.0,1.3,73.3,54.2
2020-01-24 18,18,4,1,24,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,72,18,4,0,0,18.0,114,0,1,0,0,0.611,54.8,1.7,75.8,56.7
2020-01-24 19,19,4,1,24,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,76,19,4,0,0,19.0,115,0,1,0,0,0.58,51.9,1.8,76.9,59.3
2020-01-24 20,20,4,1,24,0,-0.8660254037844386,0.5,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,80,20,4,0,0,20.0,116,0,1,0,0,0.684,56.1,2.3,80.2,61.6
2020-01-24 21,21,4,1,24,0,-0.7071067811865477,0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,84,21,4,0,0,21.0,117,0,1,0,0,0.747,55.3,2.5,85.2,65.4
2020-01-24 22,22,4,1,24,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,88,22,4,0,0,22.0,118,0,1,0,0,0.757,52.9,2.1,87.0,67.2
2020-01-24 23,23,4,1,24,0,-0.2588190451025215,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,92,23,4,0,0,23.0,119,0,1,0,0,0.794,53.9,2.1,81.5,64.1
2020-01-25 00,0,5,1,25,1,0.0,1.0,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,5,0,1,0.0,120,0,0,0,0,0.852,54.3,2.1,74.6,59.6
2020-01-25 01,1,5,1,25,1,0.25881904510252074,0.9659258262890683,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,5,1,5,1,1,1.0,121,0,0,0,0,0.83,56.4,2.0,75.2,59.5
2020-01-25 02,2,5,1,25,1,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,10,2,5,2,1,2.0,122,0,0,0,0,,57.3,1.6,75.1,58.4
2020-01-25 03,3,5,1,25,1,0.7071067811865475,0.7071067811865476,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,15,3,5,3,1,3.0,123,0,0,0,0,0.673,54.7,1.2,70.6,54.0
2020-01-25 04,4,5,1,25,1,0.8660254037844386,0.5000000000000001,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,20,4,5,4,1,4.0,124,0,0,0,0,0.512,49.3,0.9,55.4,44.9
2020-01-25 05,5,5,1,25,1,0.9659258262890683,0.25881904510252074,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,25,5,5,5,1,5.0,125,0,0,0,0,0.331,35.4,0.6,40.1,30.9
2020-01-25 06,6,5,1,25,1,1.0,6.123233995736766e-17,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,30,6,5,6,1,6.0,126,0,0,0,0,0.286,29.2,0.5,40.7,30.1
2020-01-25 07,7,5,1,25,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,35,7,5,7,1,7.0,127,0,0,0,0,0.278,34.6,0.5,45.2,34.3
2020-01-25 08,8,5,1,25,1,0.8660254037844388,-0.4999999999999998,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,40,8,5,8,1,8.0,128,0,0,0,0,0.299,36.8,1.5,42.9,32.2
2020-01-25 09,9,5,1,25,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,45,9,5,9,1,9.0,129,0,0,0,0,0.323,37.4,2.8,45.5,34.3
2020-01-25 10,10,5,1,25,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,50,10,5,10,1,10.0,130,0,0,0,0,0.338,41.7,3.1,52.0,39.9
2020-01-25 11,11,5,1,25,1,0.258819045102521,-0.9659258262890682,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,55,11,5,11,1,11.0,131,0,0,0,0,0.357,44.4,4.9,60.0,45.4
2020-01-25 12,12,5,1,25,1,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,60,12,5,12,1,12.0,132,0,0,0,0,0.42,48.3,5.6,65.6,49.0
2020-01-25 13,13,5,1,25,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,65,13,5,13,1,13.0,133,0,0,0,0,0.5,55.7,4.5,71.2,50.9
2020-01-25 14,14,5,1,25,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,70,14,5,14,1,14.0,134,0,0,0,0,0.563,61.3,5.1,79.2,55.6
2020-01-25 15,15,5,1,25,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,75,15,5,15,1,15.0,135,0,0,0,0,0.566,63.7,4.7,88.6,62.6
2020-01-25 16,16,5,1,25,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,80,16,5,16,1,16.0,136,0,0,0,0,0.572,65.9,2.8,86.5,61.9
2020-01-25 17,17,5,1,25,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,85,17,5,17,1,17.0,137,0,0,0,0,0.604,63.8,1.6,83.5,60.3
2020-01-25 18,18,5,1,25,1,-1.0,-1.8369701987210297e-16,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,90,18,5,18,1,18.0,138,0,0,0,0,0.724,65.8,2.3,84.5,63.5
2020-01-25 19,19,5,1,25,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,95,19,5,19,1,19.0,139,0,0,0,0,0.741,64.7,2.1,81.9,62.3
2020-01-25 20,20,5,1,25,1,-0.8660254037844386,0.5,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,100,20,5,20,1,20.0,140,0,0,0,0,0.844,64.9,2.2,84.3,64.8
2020-01-25 21,21,5,1,25,1,-0.7071067811865477,0.7071067811865475,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,105,21,5,21,1,21.0,141,0,0,0,0,0.799,58.5,2.2,86.1,67.9
2020-01-25 22,22,5,1,25,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,110,22,5,22,1,22.0,142,0,0,0,0,0.657,51.1,2.5,78.3,61.8
2020-01-25 23,23,5,1,25,1,-0.2588190451025215,0.9659258262890681,-0.9749279121818235,-0.2225209339563146,0.49999999999999994,0.8660254037844387,115,23,5,23,1,23.0,143,0,0,0,0,0.74,48.9,1.7,69.8,57.3
2020-01-26 00,0,6,1,26,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,6,0,1,0.0,144,0,0,0,0,0.707,45.2,1.4,69.6,58.7
2020-01-26 01,1,6,1,26,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,6,1,6,1,1,1.0,145,0,0,0,0,0.727,44.3,1.6,68.3,56.6
2020-01-26 02,2,6,1,26,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,12,2,6,2,1,2.0,146,0,0,0,0,,,3.2,72.3,59.8
2020-01-26 03,3,6,1,26,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,18,3,6,3,1,3.0,147,0,0,0,0,1.044,46.2,3.1,85.0,71.6
2020-01-26 04,4,6,1,26,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,24,4,6,4,1,4.0,148,0,0,0,0,0.846,39.9,1.4,83.6,71.6
2020-01-26 05,5,6,1,26,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,30,5,6,5,1,5.0,149,0,0,0,0,0.733,36.7,1.4,70.3,60.8
2020-01-26 06,6,6,1,26,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,36,6,6,6,1,6.0,150,0,0,0,0,0.671,37.7,1.4,63.9,54.6
2020-01-26 07,7,6,1,26,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,42,7,6,7,1,7.0,151,0,0,0,0,0.678,38.6,1.3,60.2,50.1
2020-01-26 08,8,6,1,26,1,0.8660254037844388,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,48,8,6,8,1,8.0,152,0,0,0,0,0.567,41.8,1.3,57.1,48.3
2020-01-26 09,9,6,1,26,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,54,9,6,9,1,9.0,153,0,0,0,0,0.484,43.2,1.8,50.0,39.4
2020-01-26 10,10,6,1,26,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,60,10,6,10,1,10.0,154,0,0,0,0,0.522,44.5,4.8,51.9,38.4
2020-01-26 11,11,6,1,26,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,66,11,6,11,1,11.0,155,0,0,0,0,0.391,45.0,6.1,50.0,39.0
2020-01-26 12,12,6,1,26,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,72,12,6,12,1,12.0,156,0,0,0,0,0.318,39.4,11.3,43.6,31.5
2020-01-26 13,13,6,1,26,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,78,13,6,13,1,13.0,157,0,0,0,0,0.261,29.5,19.8,41.3,27.8
2020-01-26 14,14,6,1,26,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,84,14,6,14,1,14.0,158,0,0,0,0,0.189,22.2,34.3,37.0,22.4
2020-01-26 15,15,6,1,26,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,90,15,6,15,1,15.0,159,0,0,0,0,0.202,27.2,29.9,31.7,19.1
